"LOCATION_NAME","TSN","X_COORD","Y_COORD","EFA_ID","PHONE","ADDRESS","FACILITIES","ACCESS","TRANSPORT"
"East Maitland Station","232330","151.5874213","-32.74487523",10101176,"02 4985 7449","Melbourne St, East Maitland NSW 2323","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales | Toilets","Stairs | This location is not wheelchair accessible | PA system for announcements","Train"
"East Richmond Station","275310","150.759234","-33.60179614",10101244,"02 9851 7248","Bourke St, Richmond NSW 2753","Bike racks | Emergency help point | Kiss and ride stopping area | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible toilet | Baby change table","This location is wheelchair accessible | Hearing loop | Level crossing | Wheelchair ramp boarding assistance | Tactile surfaces | PA system for announcements","Train, Bus"
"Eastwood Station","212210","151.0822335","-33.7900214",10101199,"02 9752 8493","West Pde, Eastwood NSW 2122","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Edgecliff Station","202710","151.2361614","-33.87925148",10101108,"02 9379 4652","New South Head Rd, Edgecliff NSW 2027","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet (MLAK) | Baby change table | Taxi rank","Escalator | Hearing loop | Wheelchair ramp boarding assistance | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Edmondson Park Station","217426","150.8587","-33.9693",10101447,"02 9765 1451","Soldiers Pde, Edmondson Park NSW 2174","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Emu Plains Station","275020","150.6722867","-33.74556778",10101253,"02 4735 2506","Station St, Emu Plains NSW 2750","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus"
"Engadine Station","223310","151.0146529","-34.06789901",10101353,"02 9522 1224","Princes Hwy, Engadine NSW 2233","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Epping Station","212110","151.0821766","-33.77284145",10101429,"02 8878 4100","Beecroft Rd, Epping NSW 2121","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet (MLAK) | Baby change table | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Erskineville Station","204310","151.1853076","-33.9008581",10101324,"02 9563 7579","Swanson St, Erskineville NSW 2043","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Baby change table","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Exeter Station","257930","150.3173447","-34.61377487",10101309,"02 4868 1115","Middle Rd, Exeter NSW 2579","Emergency help point | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space","Level crossing | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 2 cars","Train, Bus"
"Fairfield Station","216510","150.9570711","-33.87233065",10101285,"02 9765 1641","The Crescent, Fairfield NSW 2165","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Fairy Meadow Station","251910","150.8961702","-34.39583411",10101370,"02 4223 5852","Elliots Rd, Fairy Meadow NSW 2519","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Taxi rank","Level crossing | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Taxi"
"Fassifern Station","228330","151.5812509","-32.9857882",10101151,"02 4985 7209","Tucker Close, Fassifern NSW 2283","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus"
"Faulconbridge Station","277610","150.5350339","-33.69648835",10101260,"02 4780 3906","Great Western Hwy, Faulconbridge NSW 2776","Commuter car park | Emergency help point | Kiss and ride stopping area | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus"
"Flemington Station","214020","151.0697665","-33.86482229",10101217,"02 9752 8477","The Crescent, Homebush West NSW 2140","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Gerringong Station","253420","150.8175078","-34.74488594",10101387,"02 4234 1422","Grey St, Gerringong NSW 2534","Bike racks | Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Taxi rank","This location is wheelchair accessible | Tactile surfaces | PA system for announcements","Train, Taxi"
"Glenbrook Station","277310","150.6208342","-33.76900437",10101255,"02 4739 1753","Burfitt Pde, Glenbrook NSW 2773","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus"
"Glenfield Station","216710","150.8928072","-33.97236827",10101291,"02 9765 1162","Railway Pde, Glenfield NSW 2167","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Gordon Station","207210","151.154528","-33.75600864",10101121,"02 9847 8458","St Johns Ave, Gordon NSW 2072","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Gosford Station","225040","151.3417109","-33.42388261",10101139,"02 4349 9260","Mann St, Gosford NSW 2250","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Goulburn Station","258010","149.7192744","-34.75846191",10101315,"02 4828 5816","Sloane St, Goulburn NSW 2580","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible toilet | Taxi rank","Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Granville Station","214240","151.0124947","-33.83317598",10101227,"02 9848 9388","Bridge St, Granville NSW 2142","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Green Square Station","201710","151.2024745","-33.90606259",10101329,"02 8337 8430","Cnr Botany Rd & O'Riordan St, Alexandria NSW 2015","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Greta Station","233410","151.3840895","-32.68662215",10101188,"02 6543 1018","Nelson St, Greta NSW 2334","Emergency help point | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the middle doors","Train"
"Guildford Station","216110","150.984361","-33.8545057",10101283,"02 9848 9287","Military Rd, Guildford NSW 2161","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Gymea Station","222710","151.0854766","-34.03489294",10101347,"02 9522 1288","Gymea Bay Rd, Gymea NSW 2227","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Hamilton Station","230310","151.7488722","-32.91871348",10101161,"02 4962 9365","Beaumont St, Hamilton NSW 2303","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","This location is wheelchair accessible | Hearing loop | Level crossing | Stairs | Tactile surfaces | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus, Taxi"
"Harris Park Station","215010","151.0076387","-33.82326002",10101228,"02 9848 9386","Station St, Harris Park NSW 2150","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Baby change table","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train"
"Hawkesbury River Station","208310","151.2265104","-33.54678835",10101133,"02 9985 7224","Dangar Rd, Brooklyn NSW 2083","Emergency help point | Kiss and ride stopping area | No Opal card top up or single trip ticket sales | Toilets","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Ferry"
"Hazelbrook Station","277910","150.4546038","-33.72397351",10101263,"02 4780 3913","Railway Pde, Hazelbrook NSW 2779","Bike lockers | Commuter car park | Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Taxi rank","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus, Taxi"
"Heathcote Station","223320","151.0080024","-34.08823661",10101354,"02 9522 1221","Princes Hwy, Heathcote NSW 2233","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Taxi rank","Hearing loop | Wheelchair ramp boarding assistance | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Taxi"
"Helensburgh Station","250810","150.9948249","-34.17686988",10101356,"02 4223 5864","Wilsons Creek Rd, Helensburgh NSW 2508","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus, Taxi"
"Hexham Station","232210","151.6844171","-32.82947029",10101170,"02 4962 9944","Pacific Hwy, Hexham NSW 2322","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the middle doors","Train"
"High Street Station","232010","151.5636893","-32.741449",10101177,"02 4933 7902","High St, Maitland NSW 2320","Commuter car park | Emergency help point | Kiss and ride stopping area | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Hilldale Station","242040","151.6497678","-32.50450378",10101183,"02 6543 1018","Paterson Rd, Hilldale NSW 2420","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales","This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the middle doors","Train"
"Holsworthy Station","217310","150.9568946","-33.96320957",10101420,"02 9765 1166","Macarthur Dr, Holsworthy NSW 2173","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Homebush Station","214010","151.0864413","-33.86673988",10101216,"02 9752 8882","The Crescent, Homebush NSW 2140","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Taxi rank","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Hornsby Station","207720","151.098494","-33.70280124",10101127,"02 9847 8428","Station St, Hornsby NSW 2077","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet (MLAK) | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Hurlstone Park Station","219310","151.1320925","-33.91042225",10101394,"02 9563 7544","Floss St, Hurlstone Park NSW 2193","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Hurstville Station","222010","151.1027571","-33.96745356",10101339,"02 9563 7568","Ormonde Pde, Hurstville NSW 2220","Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Ingleburn Station","256510","150.8649205","-33.9970797",10101293,"02 4629 0845","Stanley Rd, Ingleburn NSW 2565","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"International Airport Station","202030","151.1658913","-33.93498823",10101332,"02 8337 8460","Qantas Dr, International Airport, Mascot NSW 2020","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Jannali Station","222620","151.0646645","-34.01612866",10101344,"02 9522 1283","Cnr Jannali Ave & Mitchell Ave, Jannali NSW 2226","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Taxi rank","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Katoomba Station","278020","150.3111602","-33.71157344",10101268,"02 4782 1902","Goldsmith Pl, Katoomba NSW 2780","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Kembla Grange Station","253010","150.8173407","-34.47021836",10101379,"02 4223 5488","Grange St, Kembla Grange NSW 2526","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales","This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 4 cars","Train"
"Kiama Station","253330","150.8546947","-34.67251778",10101386,"02 4223 5613","Railway Pde, Kiama NSW 2533","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Killara Station","207110","151.1616474","-33.76540899",10101120,"02 9847 8440","Culworth Ave, Killara NSW 2071","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Kings Cross Station","201110","151.2223342","-33.87454091",10101107,"02 9379 1204","Victoria St, Potts Point NSW 2011","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine","This location is wheelchair accessible | Escalator | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Kingsgrove Station","220810","151.1004839","-33.94063602",10101412,"02 9563 7623","Mashman Ave, Kingsgrove NSW 2208","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet (MLAK)","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Kingswood Station","274720","150.7198236","-33.7582512",10101251,"02 4780 3814","Great Western Hwy, Kingswood 2747 NSW 2747","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table","Hearing loop | Wheelchair ramp boarding assistance | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Kirrawee Station","223230","151.0713153","-34.03501535",10101346,"02 9522 1281","Oak Rd, Kirrawee NSW 2232","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Taxi"
"Croydon Station","213210","151.1154882","-33.88323425",10101208,"02 9752 8529","Meta St, Croydon NSW 2132","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Baby change table","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train"
"Dapto Station","253020","150.7923283","-34.49209044",10101425,"02 4223 5544","Station St, Dapto NSW 2530","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","Hearing loop | Level crossing | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Denistone Station","211410","151.0875503","-33.79990618",10101200,"02 9752 8461","West Pde, Denistone NSW 2114","Commuter car park | Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets","Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train"
"Domestic Airport Station","202020","151.1807857","-33.93365963",10101331,"02 8337 8450","Keith Smith Ave, Domestic Ariport, Mascot NSW 2020","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table","This location is wheelchair accessible | Escalator | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Doonside Station","276710","150.8683521","-33.76398502",10101246,"02 9851 7218","Doonside Cres, Doonside NSW 2767","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Baby change table | Taxi rank","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Dora Creek Station","226420","151.5011621","-33.08318747",10101149,"02 4349 9241","Wamsley St, Dora Creek NSW 2264","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus"
"Douglas Park Station","256910","150.7099378","-34.18322665",10101300,"02 4677 1402","Camden Rd, Douglas Park NSW 2569","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales","Level crossing | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 2 cars","Train"
"Richmond Station","275320","150.753211","-33.59911164",10101245,"02 9851 7247","Market St, Richmond NSW 2753","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Riverstone Station","276510","150.8602679","-33.67904337",10101239,"02 9851 7245","Railway Tce, Riverstone NSW 2765","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Taxi rank","Hearing loop | Level crossing | Wheelchair ramp boarding assistance | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Riverwood Station","221010","151.0520353","-33.95153541",10101415,"02 9563 7646","William Rd, Riverwood NSW 2210","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Rockdale Station","221620","151.1368616","-33.95188027",10101335,"02 9563 7574","Geeves Ave, Rockdale NSW 2216","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi"
"Rooty Hill Station","276610","150.8450187","-33.77151173",10101247,"02 9851 7208","North Pde, Rooty Hill NSW 2766","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table | Taxi rank","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Rosehill Station","214220","151.0220689","-33.82334612",10101221,"02 9637 1520","James Ruse Drv, Rosehill NSW 2142","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales","Level crossing | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
"Roseville Station","206910","151.177266","-33.78422026",10101118,"02 9847 8461","Hill St, Roseville NSW 2069","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Unanderra Station","252610","150.8462629","-34.45442878",10101378,"02 4223 5640","Central Rd, Unanderra NSW 2526","Bike lockers | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus, Taxi"
"Valley Heights Station","277710","150.583813","-33.70446573",10101258,"02 4780 3105","Great Western Hwy, Valley Heights NSW 2777","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus"
"Victoria Street Station","232320","151.5938259","-32.75095775",10101175,"02 4962 9240","Victoria St, East Maitland NSW 2323","Commuter car park | Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Villawood Station","216320","150.9760479","-33.88090168",10101407,"02 9765 1268","River Ave, Villawood NSW 2163","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Train"
"Vineyard Station","276520","150.8512458","-33.65050415",10101240,"02 9851 7245","Cnr Riverstone Pde & Bandon Rd, Vineyard NSW 2765","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales","Level crossing | Wheelchair ramp boarding assistance | This location is not wheelchair accessible | PA system for announcements","Train"
"Wahroonga Station","207610","151.1168923","-33.7174292",10101125,"02 9847 8463","Redleaf Ave, Wahroonga NSW 2076","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi"
"Waitara Station","207710","151.1043411","-33.70999326",10101126,"02 9847 8468","Alexandria Pde, Waitara NSW 2077","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone","Hearing loop | Stairs | Tactile surfaces | This location is not wheelchair accessible | PA system for announcements","Train, Bus"
